age,gender,weight_kg,height_cm,bmi,body_fat_pct,exercise_type,met_value,duration_min,intensity,heart_rate,calories_burned
31,0,54.9,173.0,18.36,28.4,Walking,3.5,65,2,126,419.4
27,0,59.8,149.4,26.79,30.6,Jump Rope,11.0,73,1,91,599.8
34,1,83.1,171.9,28.14,26.2,Elliptical,6.0,87,2,108,1170.0
39,1,100.9,185.7,29.26,22.7,Running,9.8,34,1,90,424.3
18,1,65.5,178.6,20.55,22.9,Swimming,8.0,33,1,87,238.7
24,0,74.0,158.2,29.58,25.0,HIIT,12.0,30,1,71,278.7
17,1,92.0,178.5,28.86,16.7,Walking,3.5,76,2,141,882.2
55,1,71.2,190.1,19.7,20.8,Yoga,3.0,43,3,163,560.9
59,0,61.3,168.0,21.71,12.7,Walking,3.5,112,2,112,746.4
32,0,65.2,164.6,24.04,20.0,HIIT,12.0,106,2,113,1500.0
61,1,72.7,178.3,22.85,16.4,Walking,3.5,48,1,92,267.5
50,1,84.4,173.3,28.11,16.6,Weight Training,5.0,95,2,128,1303.8
61,0,66.5,172.8,22.29,25.2,Cycling,7.5,18,3,149,323.9
36,0,62.2,159.3,24.52,14.7,Jump Rope,11.0,69,2,124,1148.8
48,1,66.5,177.3,21.14,21.7,Running,9.8,66,1,83,542.8
61,1,52.6,186.6,15.11,12.6,Weight Training,5.0,112,1,82,505.7
22,0,34.3,154.4,14.41,15.7,Weight Training,5.0,44,1,85,130.5
54,1,73.5,177.4,23.34,21.2,Running,9.8,73,1,85,695.2
63,0,77.3,156.7,31.47,29.4,Jump Rope,11.0,78,2,106,1500.0
58,1,81.8,191.4,22.31,22.8,HIIT,12.0,52,2,121,1274.5
33,0,34.5,162.6,13.04,26.6,Cycling,7.5,44,2,134,356.6
56,0,47.9,156.6,19.54,34.1,Weight Training,5.0,109,2,109,781.3
55,1,69.7,160.8,26.95,15.2,Walking,3.5,57,2,115,494.8
51,1,87.3,187.6,24.81,12.8,Rowing,8.5,110,3,143,1500.0
20,0,36.0,162.3,13.67,33.0,Walking,3.5,70,1,79,190.9
66,1,46.3,172.5,15.56,21.2,Cycling,7.5,112,2,90,1051.0
40,1,68.0,166.5,24.53,20.6,Running,9.8,96,2,113,1500.0
48,1,62.6,186.2,18.05,24.0,Elliptical,6.0,20,3,143,355.8
73,0,75.5,162.7,28.51,29.2,Walking,3.5,17,3,160,206.9
70,1,82.1,179.2,25.54,16.5,Rowing,8.5,54,1,90,535.3
73,1,82.3,177.1,26.23,31.6,Cycling,7.5,92,3,159,1500.0
59,0,58.1,157.5,23.44,20.8,Swimming,8.0,52,1,90,347.7
20,1,75.5,183.2,22.5,12.2,Weight Training,5.0,31,3,147,522.8
51,1,77.7,174.9,25.39,17.4,Rowing,8.5,65,3,169,1500.0
71,0,68.2,164.8,25.1,29.0,Walking,3.5,41,3,146,466.1
47,0,58.4,161.8,22.32,28.1,Cycling,7.5,51,2,121,586.4
67,1,65.2,168.9,22.84,28.3,Weight Training,5.0,40,3,145,639.4
36,1,68.6,173.4,22.82,16.6,Weight Training,5.0,92,2,115,970.5
35,0,69.9,157.7,28.08,26.6,Weight Training,5.0,74,1,101,378.8
20,0,66.3,156.9,26.92,22.3,Elliptical,6.0,114,3,151,1500.0
20,1,64.7,181.0,19.76,18.6,Walking,3.5,102,2,110,781.4
69,1,84.4,169.6,29.33,16.9,HIIT,12.0,35,1,92,436.9
62,1,71.1,182.6,21.34,28.8,Cycling,7.5,79,1,100,664.5
18,0,74.1,162.2,28.14,28.7,Elliptical,6.0,76,2,113,822.9
44,1,75.9,180.4,23.34,10.9,Cycling,7.5,56,1,83,422.7
25,0,66.6,149.7,29.74,14.8,Swimming,8.0,110,2,114,1424.3
44,0,58.4,150.7,25.69,30.1,Elliptical,6.0,77,3,148,1112.7
45,0,70.8,165.7,25.76,27.8,Running,9.8,89,1,95,736.1
38,1,71.8,176.5,23.06,27.9,Rowing,8.5,72,2,120,1166.6
69,1,71.9,183.1,21.46,22.1,Walking,3.5,95,2,122,949.5
23,1,89.9,183.9,26.59,29.4,Walking,3.5,76,1,104,479.0
69,0,71.2,163.1,26.75,34.3,Rowing,8.5,81,2,121,1221.3
17,1,57.5,167.9,20.39,21.1,Walking,3.5,115,3,158,1325.9
65,0,60.6,154.6,25.35,27.0,Running,9.8,43,3,145,932.9
45,0,77.1,152.3,33.22,23.0,Weight Training,5.0,33,2,125,357.1
54,0,64.6,149.9,28.73,22.9,Rowing,8.5,111,2,123,1500.0
51,0,52.8,154.4,22.15,26.4,HIIT,12.0,117,1,87,902.3
50,0,55.9,177.6,17.73,22.1,Jump Rope,11.0,19,3,153,437.3
38,0,48.6,171.1,16.58,24.1,Swimming,8.0,80,3,135,1212.1
45,1,72.4,179.7,22.44,17.3,HIIT,12.0,23,2,125,497.4
20,0,61.4,159.4,24.15,18.6,Weight Training,5.0,55,2,107,456.5
16,1,80.6,185.3,23.48,11.2,Jump Rope,11.0,39,2,133,858.2
34,0,76.6,162.8,28.92,36.5,Swimming,8.0,98,2,118,1433.7
42,1,90.4,158.8,35.88,26.3,Yoga,3.0,89,1,83,437.7
25,1,76.5,181.9,23.11,15.2,Cycling,7.5,26,2,128,423.3
18,1,74.8,184.8,21.89,16.3,Walking,3.5,79,2,124,729.0
29,1,72.7,174.5,23.87,19.2,Rowing,8.5,102,3,150,1500.0
20,0,69.8,144.6,33.38,18.3,Yoga,3.0,95,2,93,514.8
68,0,61.5,157.9,24.66,25.5,Rowing,8.5,30,3,160,587.8
63,0,63.8,172.2,21.53,34.2,Cycling,7.5,69,2,121,848.1
44,0,61.0,150.6,26.89,28.2,Jump Rope,11.0,52,1,85,412.4
70,1,65.2,168.7,22.91,27.6,Swimming,8.0,57,3,140,1194.4
52,1,82.6,182.4,24.82,27.2,Elliptical,6.0,22,2,133,333.4
65,1,76.1,182.4,22.86,14.4,Yoga,3.0,67,2,124,618.8
71,0,57.0,172.5,19.14,20.8,Swimming,8.0,75,2,137,974.1
16,1,77.2,167.5,27.52,30.6,Yoga,3.0,102,2,133,931.3
29,0,52.9,149.6,23.63,27.5,Yoga,3.0,84,3,152,744.9
25,1,69.7,180.6,21.37,19.3,Running,9.8,60,2,125,1046.6
22,1,72.8,177.5,23.11,10.5,Jump Rope,11.0,23,2,105,425.4
40,1,78.1,189.5,21.75,23.2,Walking,3.5,81,2,127,816.1
65,1,76.2,170.3,26.29,19.4,Jump Rope,11.0,114,3,152,1500.0
59,1,75.1,170.5,25.84,13.5,Swimming,8.0,37,1,90,319.4
58,0,59.4,164.2,22.04,36.4,Walking,3.5,45,1,86,148.3
19,1,59.0,161.7,22.57,22.9,Walking,3.5,48,2,127,373.7
20,0,73.7,151.5,32.12,27.1,Cycling,7.5,116,2,115,1500.0
40,0,58.3,162.4,22.12,30.7,Swimming,8.0,118,1,79,666.7
68,0,64.1,163.3,24.05,28.5,HIIT,12.0,49,1,80,416.7
18,0,69.8,157.7,28.06,14.1,Weight Training,5.0,62,1,78,261.8
33,0,75.6,173.9,25.0,19.8,Weight Training,5.0,95,1,100,541.3
34,0,63.9,161.4,24.52,30.8,Running,9.8,35,3,146,782.1
47,0,67.7,165.5,24.71,35.9,Jump Rope,11.0,81,2,119,1425.7
34,0,53.9,158.9,21.34,31.7,Cycling,7.5,52,1,104,316.9
63,1,75.5,180.4,23.21,19.1,HIIT,12.0,67,3,140,1500.0
26,1,79.9,173.9,26.43,10.2,Elliptical,6.0,49,3,139,982.6
61,0,54.9,152.3,23.68,20.3,Elliptical,6.0,112,3,152,1500.0
15,0,53.8,167.2,19.23,27.2,Running,9.8,28,1,85,182.8
40,0,69.4,153.4,29.51,26.3,Running,9.8,94,3,160,1500.0
28,1,76.2,181.4,23.16,24.5,Elliptical,6.0,72,2,118,916.3
52,1,90.9,170.6,31.22,21.6,Cycling,7.5,82,2,113,1472.8
51,0,50.2,176.4,16.12,25.8,HIIT,12.0,87,3,143,1500.0
25,0,53.9,168.9,18.89,10.8,Weight Training,5.0,52,1,98,242.7
50,1,73.1,162.5,27.7,22.0,Jump Rope,11.0,29,1,87,296.7
27,1,83.8,184.2,24.72,21.8,Walking,3.5,68,1,94,371.3
57,0,61.0,169.1,21.33,24.3,Weight Training,5.0,79,2,112,684.5
17,0,65.4,167.3,23.35,26.6,Weight Training,5.0,24,3,140,290.1
47,0,52.3,148.4,23.73,27.1,Yoga,3.0,25,2,111,149.7
20,0,76.5,155.9,31.49,23.9,Walking,3.5,109,2,113,818.9
64,1,76.1,170.3,26.24,16.4,Elliptical,6.0,50,3,156,1021.6
70,1,69.7,184.0,20.58,21.1,Rowing,8.5,112,1,76,894.4
24,0,73.7,160.2,28.71,30.3,Yoga,3.0,71,1,79,230.7
19,0,72.1,165.6,26.29,25.9,Swimming,8.0,52,2,126,766.1
37,0,82.7,170.2,28.53,24.2,Rowing,8.5,95,1,94,823.7
24,1,83.0,174.4,27.32,14.4,Running,9.8,82,1,96,854.0
58,0,84.9,170.7,29.15,17.6,Cycling,7.5,51,2,108,751.6
16,0,69.5,154.6,29.06,34.9,Weight Training,5.0,32,3,150,454.2
27,0,79.9,158.5,31.82,21.8,HIIT,12.0,53,1,74,529.9
54,1,54.4,186.7,15.63,16.8,Swimming,8.0,50,2,106,609.4
16,0,56.6,157.3,22.86,24.1,Elliptical,6.0,54,3,146,731.6
34,1,69.0,158.4,27.51,21.7,Swimming,8.0,21,1,93,149.7
15,0,45.0,164.7,16.57,30.6,Rowing,8.5,90,1,100,509.2
51,0,42.9,157.1,17.38,24.3,Swimming,8.0,33,3,146,478.3
23,0,56.9,167.6,20.24,23.7,Yoga,3.0,51,1,95,168.3
31,1,81.1,177.9,25.63,18.4,Swimming,8.0,22,3,141,550.6
23,0,58.0,168.0,20.55,17.5,Running,9.8,88,3,164,1500.0
25,0,56.2,163.5,21.04,18.4,Yoga,3.0,50,3,158,479.2
29,1,84.3,175.1,27.49,17.0,Yoga,3.0,85,2,113,752.5
38,1,63.1,168.0,22.38,21.9,Swimming,8.0,106,2,116,1453.9
52,1,90.0,162.2,34.23,17.7,Rowing,8.5,55,2,122,1101.5
69,0,60.4,161.6,23.14,24.1,Elliptical,6.0,57,3,145,840.0
49,1,98.6,193.4,26.36,26.1,Weight Training,5.0,96,1,79,719.9
44,0,61.0,164.1,22.65,20.4,Swimming,8.0,51,3,153,940.5
45,1,75.5,166.2,27.33,17.7,Yoga,3.0,79,2,120,704.8
63,1,68.1,175.6,22.09,30.6,Walking,3.5,68,3,144,888.1
19,1,72.0,171.9,24.37,28.6,Cycling,7.5,107,3,152,1500.0
74,0,77.9,159.4,30.66,20.9,Yoga,3.0,100,3,135,1024.1
58,0,55.2,157.1,22.36,20.0,Swimming,8.0,36,3,154,617.0
64,0,50.0,160.9,19.31,13.2,Rowing,8.5,61,3,152,1074.5
28,0,45.5,156.6,18.55,32.8,Jump Rope,11.0,59,3,141,1095.0
67,0,75.5,165.3,27.66,25.1,Rowing,8.5,102,3,132,1500.0
70,0,72.0,161.0,27.78,23.2,HIIT,12.0,39,3,155,1147.9
25,0,60.3,167.1,21.6,21.0,Weight Training,5.0,34,1,82,137.4
23,0,66.0,161.6,25.28,25.5,Rowing,8.5,44,2,126,610.2
48,0,73.7,161.3,28.31,24.2,Weight Training,5.0,65,1,99,355.8
26,1,85.1,182.7,25.5,21.9,Weight Training,5.0,85,3,169,1500.0
49,1,79.0,180.0,24.39,17.6,Cycling,7.5,17,2,102,252.1
49,0,45.5,160.3,17.72,23.4,Running,9.8,84,2,127,1047.6
15,0,52.1,163.9,19.39,28.8,Elliptical,6.0,94,1,81,403.9
54,0,64.0,169.3,22.33,28.3,Weight Training,5.0,91,2,126,861.8
36,0,53.6,161.4,20.57,19.0,HIIT,12.0,21,3,152,512.5
74,1,55.9,178.7,17.5,13.7,Weight Training,5.0,43,2,136,489.4
43,1,68.6,173.7,22.73,9.5,Weight Training,5.0,69,1,94,427.7
22,0,56.1,163.3,21.02,32.2,Cycling,7.5,89,1,103,571.3
25,1,54.3,181.8,16.43,22.9,Swimming,8.0,16,1,90,97.2
55,1,64.7,182.5,19.42,17.0,Swimming,8.0,102,1,81,734.7
51,0,63.1,165.4,23.04,19.6,Walking,3.5,40,3,174,478.5
28,0,73.8,170.5,25.39,29.3,Weight Training,5.0,59,1,93,287.7
74,0,64.2,162.6,24.29,25.8,Swimming,8.0,68,3,146,1327.9
44,0,70.4,171.8,23.85,31.0,Yoga,3.0,52,2,114,351.3
49,1,81.0,176.0,26.15,17.6,Weight Training,5.0,23,1,100,176.8
35,0,66.9,157.4,27.0,20.5,Running,9.8,116,2,99,1500.0
51,1,78.5,171.2,26.77,11.9,HIIT,12.0,114,3,136,1500.0
19,0,67.0,149.0,30.2,21.3,Yoga,3.0,119,1,89,384.0
33,1,95.7,173.5,31.77,11.3,Walking,3.5,84,1,69,393.8
73,0,59.9,161.5,22.95,22.4,Jump Rope,11.0,68,1,82,549.1
28,0,68.5,156.6,27.97,26.0,Swimming,8.0,61,3,150,1245.1
40,1,88.4,184.6,25.95,13.9,Weight Training,5.0,108,1,99,821.5
18,1,60.7,177.0,19.39,18.3,Yoga,3.0,92,1,100,353.0
39,1,102.0,154.3,42.8,17.9,Jump Rope,11.0,62,1,96,887.6
59,0,59.2,163.7,22.07,15.5,Elliptical,6.0,92,2,103,853.9
56,1,57.5,187.6,16.34,9.9,Walking,3.5,92,3,138,1035.1
39,1,82.5,184.1,24.32,20.0,Walking,3.5,38,1,88,193.9
32,1,71.2,181.3,21.66,23.3,Yoga,3.0,96,3,161,1236.5
54,1,73.2,184.4,21.53,14.9,Weight Training,5.0,16,3,157,287.8
22,1,82.2,181.6,24.93,16.1,Running,9.8,110,1,91,1154.8
53,1,90.6,184.3,26.68,22.1,HIIT,12.0,104,1,69,1300.3
54,1,72.4,166.1,26.26,23.2,Rowing,8.5,45,1,98,426.2
28,1,72.6,174.5,23.83,15.7,Cycling,7.5,35,2,114,505.7
46,1,82.5,176.2,26.57,17.5,Running,9.8,107,3,143,1500.0
65,0,53.2,171.9,18.01,30.1,Elliptical,6.0,92,3,158,1299.7
52,0,55.0,166.7,19.79,23.1,Yoga,3.0,119,1,82,347.2
47,1,98.7,176.2,31.8,12.3,Weight Training,5.0,78,2,122,1141.8
37,0,89.3,166.2,32.31,23.7,Weight Training,5.0,63,2,122,713.2
29,0,69.6,157.0,28.24,31.8,Running,9.8,61,1,108,556.2
47,1,83.4,169.6,29.0,13.2,Running,9.8,15,2,115,300.2
39,1,85.3,157.6,34.34,20.3,Running,9.8,48,2,128,1013.8
31,1,70.5,175.1,22.99,21.6,Jump Rope,11.0,46,1,78,427.3
47,1,57.3,187.4,16.32,19.3,Running,9.8,77,2,122,1183.0
61,1,77.7,159.8,30.45,14.0,Yoga,3.0,77,3,146,1019.1
69,1,77.8,173.1,25.98,11.6,Elliptical,6.0,66,3,151,1371.6
16,0,64.2,164.3,23.79,24.0,HIIT,12.0,53,3,152,1414.7
28,1,89.0,177.1,28.39,22.1,Walking,3.5,90,2,132,1003.4
67,0,64.5,168.4,22.74,27.3,Yoga,3.0,62,1,91,212.4
54,1,68.3,168.5,24.05,16.5,Rowing,8.5,17,1,81,156.4
54,1,85.0,171.6,28.87,17.5,Running,9.8,28,3,134,850.5
65,0,60.3,176.1,19.46,24.2,Walking,3.5,100,2,114,690.7
53,1,69.4,184.9,20.3,18.1,HIIT,12.0,40,2,130,829.0
65,1,92.8,163.8,34.58,15.1,Rowing,8.5,49,3,156,1481.6
20,0,60.6,153.0,25.87,28.5,HIIT,12.0,101,1,87,872.7
20,1,64.9,187.6,18.45,21.6,Cycling,7.5,117,2,114,1500.0
17,0,78.9,161.3,30.31,16.7,Rowing,8.5,18,3,148,417.0
21,1,82.0,171.8,27.78,15.3,Weight Training,5.0,59,1,78,316.3
65,1,105.4,176.4,33.84,20.3,Rowing,8.5,40,2,123,936.2
22,0,67.0,159.5,26.32,29.0,Swimming,8.0,115,3,154,1500.0
56,1,66.7,166.1,24.2,15.1,Swimming,8.0,67,2,135,1057.2
66,0,65.6,169.6,22.81,23.4,Yoga,3.0,78,2,128,559.4
29,0,76.7,155.9,31.52,20.6,Jump Rope,11.0,40,1,69,339.7
61,0,43.4,166.4,15.69,20.8,Rowing,8.5,104,1,101,625.2
43,1,67.8,170.9,23.22,20.7,Weight Training,5.0,108,2,123,1210.5
47,1,80.8,178.7,25.29,18.6,Jump Rope,11.0,43,1,88,483.8
66,0,59.0,156.0,24.25,23.4,Elliptical,6.0,110,3,152,1500.0
44,1,90.9,176.1,29.31,18.4,Yoga,3.0,75,1,92,416.1
53,1,79.1,169.3,27.61,23.4,Rowing,8.5,28,3,157,721.6
41,1,81.0,175.7,26.25,13.0,Swimming,8.0,107,3,145,1500.0
50,0,69.2,159.9,27.06,26.7,Jump Rope,11.0,67,2,129,1218.3
43,1,62.3,164.8,22.95,13.2,Yoga,3.0,73,1,117,408.4
52,0,65.1,153.7,27.55,30.9,Jump Rope,11.0,83,1,80,686.4
71,1,78.8,179.9,24.34,10.3,Elliptical,6.0,44,3,143,924.4
47,1,72.7,176.6,23.32,19.6,Running,9.8,36,1,90,354.6
51,0,61.8,162.7,23.36,20.4,Rowing,8.5,110,3,136,1500.0
41,1,64.4,165.9,23.38,18.7,Yoga,3.0,95,2,118,746.8
69,0,68.5,151.4,29.9,22.0,Swimming,8.0,108,1,100,812.3
47,1,89.2,185.9,25.81,20.8,Cycling,7.5,20,2,120,356.9
18,0,62.7,164.0,23.34,26.4,Swimming,8.0,19,2,107,243.2
36,1,75.8,177.8,23.96,28.1,Running,9.8,55,3,159,1500.0
16,1,69.4,157.9,27.84,22.1,HIIT,12.0,114,1,93,1202.2
24,1,73.5,179.7,22.76,16.3,Walking,3.5,100,1,96,489.4
19,0,67.9,159.5,26.66,25.7,Elliptical,6.0,61,1,96,340.2
73,0,92.2,143.3,44.89,20.9,Walking,3.5,37,3,159,540.6
24,0,64.8,160.3,25.2,31.1,Cycling,7.5,91,2,120,1106.3
47,1,69.7,161.8,26.63,8.2,Swimming,8.0,116,3,153,1500.0
68,0,47.5,164.2,17.61,22.9,Weight Training,5.0,67,2,125,534.9
52,0,54.8,171.9,18.56,29.2,Elliptical,6.0,54,3,154,769.6
27,0,71.9,163.9,26.77,25.6,Walking,3.5,75,1,89,289.7
45,0,48.5,161.5,18.61,30.7,Elliptical,6.0,94,3,153,1236.0
61,0,55.7,158.4,22.22,23.8,Jump Rope,11.0,28,3,135,599.1
50,0,68.7,160.0,26.81,24.0,Rowing,8.5,36,2,127,533.4
59,0,71.1,160.1,27.72,17.1,HIIT,12.0,82,3,151,1500.0
38,0,61.9,162.1,23.56,22.7,Walking,3.5,95,3,144,989.2
66,0,64.2,165.3,23.49,33.3,Jump Rope,11.0,17,1,74,173.8
70,0,64.2,156.6,26.17,38.3,Walking,3.5,81,1,91,332.4
29,1,107.5,181.4,32.69,15.9,Walking,3.5,87,2,109,970.7
43,1,74.3,176.0,23.97,10.4,Rowing,8.5,52,2,109,842.1
22,0,65.4,162.1,24.9,23.6,Elliptical,6.0,21,3,129,303.2
19,1,79.5,175.0,25.95,23.8,HIIT,12.0,27,1,103,328.7
43,1,89.7,189.5,24.95,13.1,Running,9.8,110,3,136,1500.0
61,0,78.4,144.2,37.69,29.0,Swimming,8.0,69,1,104,580.3
18,0,52.1,164.7,19.19,18.1,Yoga,3.0,16,2,134,94.6
26,0,63.7,162.1,24.26,25.2,Rowing,8.5,51,2,116,673.9
59,1,90.7,178.7,28.38,13.1,Running,9.8,91,1,88,1044.7
16,0,58.5,154.1,24.61,30.2,Cycling,7.5,107,3,151,1500.0
41,1,107.0,168.4,37.72,19.6,Swimming,8.0,91,2,113,1500.0
45,0,55.2,159.5,21.72,24.3,Weight Training,5.0,64,2,118,538.0
65,1,61.1,172.9,20.45,18.7,HIIT,12.0,34,1,82,321.0
65,1,57.7,172.5,19.4,17.4,Walking,3.5,63,3,141,755.6
50,0,72.0,160.1,28.07,21.2,Walking,3.5,25,1,109,122.6
50,0,52.1,167.1,18.65,22.4,Cycling,7.5,118,2,124,1261.4
40,1,75.3,176.8,24.08,24.7,Swimming,8.0,64,3,156,1500.0
57,1,72.0,172.0,24.34,20.8,Running,9.8,55,3,146,1469.1
41,0,49.1,162.3,18.62,29.7,Running,9.8,87,1,83,559.2
19,0,52.3,164.4,19.38,27.6,HIIT,12.0,18,1,79,150.8
34,1,91.6,177.1,29.22,13.7,Weight Training,5.0,57,2,124,816.6
25,0,64.1,158.6,25.49,33.8,Elliptical,6.0,93,1,84,471.3
24,1,81.6,158.4,32.53,21.0,Weight Training,5.0,114,3,157,1500.0
54,0,90.4,167.2,32.32,20.4,Rowing,8.5,45,1,85,409.1
52,0,59.8,163.2,22.44,25.9,Jump Rope,11.0,16,1,98,138.2
20,0,72.6,159.6,28.5,20.3,Swimming,8.0,26,1,96,171.5
22,1,61.9,159.9,24.21,18.1,Swimming,8.0,99,1,112,805.5
37,0,42.0,167.9,14.88,31.9,Jump Rope,11.0,44,2,114,543.4
61,1,78.1,162.4,29.58,26.4,Cycling,7.5,58,1,86,512.4
40,0,68.5,153.7,28.97,25.6,Elliptical,6.0,101,3,149,1500.0
60,1,43.2,177.0,13.77,20.0,Yoga,3.0,89,1,101,326.6
57,1,70.1,177.0,22.36,25.1,HIIT,12.0,50,3,151,1500.0
26,0,59.7,150.4,26.39,14.5,Yoga,3.0,39,1,78,116.3
40,1,71.4,178.7,22.36,26.2,Running,9.8,85,1,104,839.2
27,1,75.3,179.2,23.45,26.4,Yoga,3.0,64,2,108,489.3
54,1,96.0,171.9,32.46,15.7,Rowing,8.5,86,3,150,1500.0
32,1,77.1,168.2,27.24,19.4,Elliptical,6.0,36,1,82,227.5
39,0,65.1,158.4,25.94,33.9,Cycling,7.5,50,1,83,281.4
47,0,69.5,164.0,25.84,22.6,Swimming,8.0,116,3,140,1500.0
61,0,64.5,166.2,23.34,21.0,HIIT,12.0,17,3,159,472.8
54,1,68.1,173.4,22.65,26.5,Swimming,8.0,92,1,89,732.8
74,1,86.8,174.5,28.5,16.8,HIIT,12.0,41,2,116,1061.8
57,0,68.3,163.2,25.63,27.5,Walking,3.5,114,2,131,944.0
26,0,55.4,161.2,21.33,27.9,Swimming,8.0,104,3,161,1500.0
58,1,60.3,187.9,17.08,21.4,Weight Training,5.0,21,1,89,133.5
50,0,83.6,147.8,38.25,26.5,HIIT,12.0,51,2,115,1149.6
62,0,64.9,160.9,25.07,31.7,Running,9.8,69,2,112,1038.5
18,1,76.1,180.4,23.37,16.0,Running,9.8,58,1,93,555.9
19,0,65.1,161.2,25.04,24.6,Yoga,3.0,86,2,105,515.1
70,1,78.3,166.1,28.41,19.9,Jump Rope,11.0,118,2,118,1500.0
51,0,63.8,149.0,28.73,32.0,Running,9.8,74,1,75,536.0
22,1,86.3,173.5,28.68,21.7,Running,9.8,73,1,85,751.0
56,1,86.4,185.0,25.26,22.2,Running,9.8,66,2,137,1474.8
63,1,95.1,165.7,34.61,27.1,Elliptical,6.0,18,2,118,275.0
42,1,80.0,171.5,27.19,18.3,Running,9.8,16,3,163,482.2
45,1,58.1,162.5,22.0,21.7,Rowing,8.5,31,2,117,436.3
72,0,41.8,175.7,13.54,27.4,Cycling,7.5,99,2,130,984.1
23,0,66.0,164.1,24.51,32.4,HIIT,12.0,114,1,77,992.5
68,0,45.3,165.0,16.64,35.5,Cycling,7.5,98,1,82,470.2
65,1,95.4,170.9,32.68,21.1,Yoga,3.0,44,2,133,500.8
43,0,77.4,157.6,31.16,23.0,Yoga,3.0,62,2,119,428.8
28,1,80.2,172.4,27.0,5.8,Rowing,8.5,16,2,112,265.5
54,1,74.8,182.1,22.55,20.6,Weight Training,5.0,93,2,125,1160.2
55,0,81.6,161.6,31.23,19.2,HIIT,12.0,118,3,149,1500.0
36,1,76.6,172.3,25.82,20.2,Weight Training,5.0,80,3,158,1425.7
25,0,69.1,160.4,26.87,25.6,HIIT,12.0,41,3,137,1141.1
37,1,58.9,171.7,19.98,25.3,Swimming,8.0,35,3,148,673.8
15,1,66.0,174.9,21.57,23.2,Weight Training,5.0,103,3,150,1500.0
60,0,52.8,162.7,19.94,28.2,Rowing,8.5,107,3,163,1500.0
51,1,95.4,169.7,33.16,13.1,Running,9.8,19,3,156,647.3
35,0,84.7,164.9,31.16,26.6,Walking,3.5,79,1,80,309.3
40,1,97.8,161.3,37.59,14.9,Swimming,8.0,39,2,126,825.9
60,0,87.4,164.1,32.42,26.0,Rowing,8.5,39,1,62,296.1
50,1,74.8,175.3,24.34,12.9,Walking,3.5,62,3,138,829.0
68,0,43.3,153.6,18.35,23.0,Cycling,7.5,25,2,127,257.9
37,0,78.9,157.0,32.02,28.8,Yoga,3.0,111,3,156,1213.3
71,1,70.1,168.7,24.63,16.0,Running,9.8,33,2,112,568.5
15,0,67.5,163.7,25.2,27.2,Running,9.8,119,2,108,1500.0
68,1,87.2,177.6,27.62,17.7,Walking,3.5,32,1,98,195.2
69,1,72.4,169.9,25.09,18.1,Walking,3.5,21,2,127,203.6
65,0,48.0,170.4,16.53,24.9,Jump Rope,11.0,101,1,94,729.2
54,0,47.0,162.5,17.79,23.0,Jump Rope,11.0,18,3,150,331.0
29,0,64.0,161.0,24.67,30.1,Walking,3.5,35,1,82,122.6
35,0,68.7,164.5,25.36,29.1,Swimming,8.0,55,3,155,1133.4
61,0,57.5,155.3,23.85,10.0,Swimming,8.0,91,2,111,1088.3
23,1,57.9,176.5,18.58,20.7,Cycling,7.5,105,2,112,1204.5
67,0,50.2,166.0,18.22,32.9,Running,9.8,20,2,111,248.7
23,1,77.7,184.8,22.75,5.9,Jump Rope,11.0,91,1,98,1001.1
24,0,64.1,161.6,24.56,18.4,HIIT,12.0,77,3,156,1500.0
66,0,66.9,160.3,26.02,24.3,Yoga,3.0,32,3,139,319.6
71,0,78.6,171.3,26.77,26.3,Running,9.8,41,2,109,738.3
67,1,84.8,190.0,23.49,26.7,Yoga,3.0,101,3,171,1500.0
40,0,67.1,165.8,24.41,9.7,Elliptical,6.0,60,2,135,676.2
55,1,56.9,171.1,19.46,15.9,Jump Rope,11.0,60,1,78,477.2
49,1,90.1,163.2,33.82,23.5,Jump Rope,11.0,109,2,127,1500.0
66,1,87.0,188.5,24.48,9.3,Elliptical,6.0,99,2,95,1385.8
39,0,77.2,159.5,30.38,33.2,HIIT,12.0,103,3,143,1500.0
40,1,78.5,179.2,24.45,20.3,Cycling,7.5,59,1,73,431.1
25,0,71.0,176.4,22.83,33.9,Cycling,7.5,57,1,80,352.8
52,1,87.3,178.2,27.5,12.4,Cycling,7.5,94,1,92,887.6
16,0,48.6,164.7,17.94,22.3,Jump Rope,11.0,64,2,125,871.4
21,1,64.6,180.3,19.89,12.0,Jump Rope,11.0,94,3,142,1500.0
32,0,48.3,177.2,15.39,31.6,Jump Rope,11.0,117,1,101,851.4
41,0,65.3,160.3,25.42,17.7,Running,9.8,35,2,119,549.4
48,0,71.0,162.6,26.86,25.6,Rowing,8.5,47,2,130,701.4
41,1,73.3,180.4,22.51,28.5,Elliptical,6.0,106,3,140,1500.0
31,1,61.3,181.7,18.55,23.6,Weight Training,5.0,44,2,99,355.6
57,0,65.1,163.5,24.37,18.4,Rowing,8.5,15,2,127,195.6
73,1,83.4,178.3,26.22,16.5,Walking,3.5,83,3,135,1221.0
58,1,62.2,174.6,20.39,18.3,Swimming,8.0,47,2,154,761.7
73,1,82.6,190.3,22.81,17.1,Elliptical,6.0,89,2,99,1215.2
65,1,85.7,183.9,25.34,19.9,Elliptical,6.0,86,2,133,1367.2
68,1,85.8,177.4,27.26,21.1,Swimming,8.0,109,1,106,1170.0
38,1,83.5,176.9,26.65,27.2,Cycling,7.5,99,1,98,919.2
